Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region
40,0,Married,86,>5 years,0,2,Low,100,Full Coverage,0,2336,0,0,0,0,Online,30,1,3,3,3,4,814.7869469932197,-50,Suburban,50
61,1,Married,86,1-5 years,50,1,High,200,Full Coverage,0,2536,0,0,0,0,Online,30,1,4,3,1,8,799.8146327574159,-50,Urban,100
36,0,Widowed,0,>5 years,0,0,High,0,Liability-Only,-200,1900,1,1,0,100,Agent,28,1,6,3,3,8,765.294994111582,-50,Urban,100
80,1,Divorced,0,<1 year,100,1,Low,50,Full Coverage,0,2450,0,0,0,0,Agent,5,1,7,2,1,9,676.0981152349752,50,Urban,100
49,0,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2436,0,0,0,0,Online,1,1,3,3,1,1,707.5680442427029,-50,Urban,100
27,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2050,0,1,1,100,Referral,4,1,9,4,1,13,764.0001758907198,-50,Rural,0
23,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2336,0,0,0,0,Online,11,1,3,1,3,2,722.9406968550014,-50,Urban,100
47,0,Married,86,<1 year,100,1,High,200,Full Coverage,0,2586,0,0,0,0,Online,26,1,8,3,2,10,757.8966363589932,-50,Urban,100
36,0,Divorced,0,1-5 years,50,1,Medium,100,Liability-Only,-200,2150,0,0,0,0,Agent,13,0,4,1,3,9,753.4067561215661,-50,Urban,100
50,0,Single,0,1-5 years,50,1,High,200,Liability-Only,-200,2250,1,1,0,100,Online,10,0,4,3,1,8,652.416770710764,50,Urban,100
47,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Online,12,1,5,3,3,9,692.2265515331429,50,Suburban,50
38,0,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,1986,0,1,0,50,Online,21,1,3,0,3,2,788.110304975144,-50,Suburban,50
27,0,Divorced,0,1-5 years,50,2,Low,100,Full Coverage,0,2200,1,1,0,100,Online,24,1,3,1,3,13,731.6986838345339,-50,Suburban,50
18,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Online,20,1,6,0,1,12,766.5421093210716,-50,Suburban,50
33,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2436,1,1,0,100,Online,18,1,8,1,2,9,582.8725962560051,50,Urban,100
52,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2286,0,0,0,0,Online,23,0,2,3,2,10,658.2388977665373,50,Urban,100
43,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2086,1,0,0,50,Online,9,0,5,0,1,11,720.2707797415437,-50,Suburban,50
21,0,Widowed,0,<1 year,100,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,10,1,10,0,1,14,710.9861007025946,-50,Rural,0
42,0,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2250,0,1,0,50,Agent,11,1,1,0,3,2,681.4986737355612,50,Suburban,50
45,0,Married,86,1-5 years,50,2,Low,100,Liability-Only,-200,2236,0,1,0,50,Online,3,1,5,1,1,13,613.3210226783947,50,Suburban,50
26,0,Single,0,<1 year,100,3,Low,150,Full Coverage,0,2400,0,1,0,50,Agent,12,1,5,4,1,4,807.6665652980791,-50,Urban,100
42,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2100,0,1,0,50,Online,30,1,8,3,3,13,715.9719754171282,-50,Rural,0
40,0,Married,86,>5 years,0,0,High,0,Full Coverage,0,2236,0,0,0,0,Online,27,1,5,3,1,9,703.2008394674825,-50,Suburban,50
22,0,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2086,0,0,0,0,Online,15,1,6,3,1,11,706.2003238787413,-50,Suburban,50
45,0,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2100,1,0,0,50,Online,24,1,3,4,1,5,782.5612245667339,-50,Suburban,50
48,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Agent,30,1,3,1,2,8,760.5704480210763,-50,Suburban,50
56,1,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,1,1,7,2,3,1,746.6670706474457,-50,Urban,100
55,1,Divorced,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,9,0,3,2,1,8,712.3712681429829,-50,Urban,100
19,0,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2086,1,0,0,50,Online,29,1,7,0,3,10,733.0328781071048,-50,Urban,100
25,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2436,0,0,0,0,Online,3,1,6,4,2,11,656.2668072797983,50,Urban,100
47,0,Widowed,0,>5 years,0,0,High,0,Full Coverage,0,2150,0,0,0,0,Agent,7,0,5,2,3,12,764.3594859505117,-50,Suburban,50
47,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Online,24,1,5,3,2,5,756.0998416063994,-50,Urban,100
47,0,Single,0,<1 year,100,1,Medium,100,Full Coverage,0,2500,0,0,0,0,Online,4,1,8,4,1,11,681.5410654334131,50,Urban,100
90,1,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2300,0,0,0,0,Agent,2,1,5,2,1,1,670.1149589032192,50,Suburban,50
48,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,1,1,2,4,1,9,691.1698734295015,50,Urban,100
57,1,Married,86,>5 years,0,0,High,0,Full Coverage,0,2286,0,0,0,0,Online,21,1,2,2,2,6,758.8843774091687,-50,Urban,100
54,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,8,0,2,3,3,9,707.7313713154631,-50,Urban,100
49,0,Divorced,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2000,0,0,0,0,Online,14,1,3,1,2,7,794.2382374680121,-50,Suburban,50
35,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2000,1,0,0,50,Online,12,1,5,1,1,5,756.2404982535232,-50,Suburban,50
51,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2136,1,0,1,100,Online,1,1,5,2,1,2,742.9695096330654,-50,Suburban,50
28,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2086,0,1,1,100,Agent,22,1,6,1,1,10,850.0,-50,Rural,0
36,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2186,0,0,1,50,Agent,14,1,8,6,3,9,794.1700115933332,-50,Rural,0
32,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2336,1,0,0,50,Online,25,1,9,1,2,6,633.8720115478685,50,Suburban,50
41,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2186,0,1,0,50,Online,28,1,3,3,1,8,737.617373232016,-50,Urban,100
74,1,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,1,0,50,Referral,8,1,8,3,1,5,742.5305354145939,-50,Urban,100
18,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,1,0,0,50,Agent,8,0,2,2,2,8,619.4623592889384,50,Suburban,50
50,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,5,1,7,5,2,4,774.6141554635643,-50,Urban,100
18,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2050,1,0,0,50,Online,25,1,5,1,3,4,674.089227304402,50,Rural,0
32,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,1,1,0,100,Online,23,1,4,3,3,6,604.586572827817,50,Urban,100
56,1,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,23,1,4,5,1,7,776.416809154577,-50,Suburban,50
40,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1886,1,0,1,100,Agent,28,1,5,3,3,4,771.7578481374171,-50,Rural,0
23,0,Married,86,1-5 years,50,1,High,200,Full Coverage,0,2636,0,0,0,0,Agent,12,1,3,4,3,13,663.3613724862245,50,Urban,100
29,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Referral,5,1,3,0,1,7,637.7354359753035,50,Rural,0
50,0,Divorced,0,1-5 years,50,1,High,200,Liability-Only,-200,2300,0,1,0,50,Online,9,1,6,5,1,10,659.9132996222944,50,Urban,100
29,0,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2300,1,0,0,50,Online,16,1,7,1,1,3,682.719334680835,50,Suburban,50
43,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Online,27,1,4,1,1,4,717.0942273195699,-50,Urban,100
40,0,Divorced,0,<1 year,100,0,Medium,0,Liability-Only,-200,2150,1,0,0,50,Online,4,1,2,0,3,8,696.6211577066553,50,Urban,100
30,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,0,0,0,Agent,6,1,3,0,3,5,690.4090942460715,50,Suburban,50
72,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2186,0,1,0,50,Online,4,1,4,4,2,6,734.2826924739811,-50,Rural,0
49,0,Divorced,0,>5 years,0,1,Low,50,Liability-Only,-200,2150,0,0,0,0,Agent,1,1,6,2,1,14,649.7723472898572,50,Urban,100
18,0,Divorced,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,0,0,0,Agent,13,1,6,1,3,8,674.5548402753195,50,Rural,0
42,0,Single,0,>5 years,0,1,Low,50,Liability-Only,-200,2000,0,1,0,50,Online,13,1,5,0,3,5,733.3092468312885,-50,Urban,100
30,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,1,0,0,50,Agent,17,1,2,2,2,10,755.5244745682264,-50,Urban,100
52,0,Divorced,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,1,0,50,Online,30,1,3,2,2,1,602.4605766579349,50,Rural,0
28,0,Single,0,>5 years,0,1,Low,50,Liability-Only,-200,2000,0,1,0,50,Online,13,1,6,0,2,6,744.2257718624239,-50,Urban,100
38,0,Divorced,0,<1 year,100,1,Medium,100,Full Coverage,0,2400,0,0,0,0,Referral,25,1,6,1,2,4,674.7855307432521,50,Rural,0
47,0,Single,0,1-5 years,50,2,Medium,200,Liability-Only,-200,2350,0,0,0,0,Online,11,1,9,1,1,7,650.4094465547653,50,Urban,100
52,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,1900,1,0,0,50,Online,18,1,6,1,3,14,710.9058426238029,-50,Rural,0
21,0,Widowed,0,>5 years,0,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Online,15,1,12,4,2,13,697.6732435815508,50,Urban,100
34,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,1,0,0,50,Agent,13,1,5,1,3,12,673.2478546480712,50,Urban,100
32,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,2100,0,1,0,50,Referral,23,1,7,0,1,5,643.3069997880092,50,Urban,100
30,0,Married,86,1-5 years,50,1,Medium,100,Liability-Only,-200,2336,0,0,0,0,Agent,12,1,6,3,1,9,631.0975078876944,50,Urban,100
66,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2186,1,0,0,50,Online,4,1,8,5,2,11,767.330971831553,-50,Rural,0
46,0,Single,0,>5 years,0,1,High,200,Full Coverage,0,2400,1,0,0,50,Agent,24,1,7,4,1,10,665.2947311853083,50,Suburban,50
21,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,1,0,50,Online,1,1,3,0,2,1,755.9625884696485,-50,Urban,100
53,0,Single,0,>5 years,0,1,High,200,Full Coverage,0,2400,0,0,1,50,Online,1,1,6,0,3,4,690.681941386387,50,Suburban,50
71,1,Divorced,0,>5 years,0,1,Low,50,Full Coverage,0,2100,1,0,0,50,Online,12,1,5,1,2,5,722.7700769211814,-50,Rural,0
55,1,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,1986,0,1,0,50,Online,21,1,2,3,1,2,741.1388571753437,-50,Suburban,50
18,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2136,0,1,0,50,Referral,1,0,5,2,2,12,762.9651245610648,-50,Urban,100
32,0,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Referral,14,1,6,3,3,4,748.7805696696545,-50,Urban,100
59,1,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2336,0,0,0,0,Online,1,1,6,0,1,8,744.7266953690189,-50,Urban,100
29,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2136,0,0,0,0,Online,9,1,2,0,3,9,708.754389627319,-50,Urban,100
46,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2386,0,0,0,0,Referral,30,1,5,3,1,7,734.1976301780195,-50,Urban,100
51,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2100,1,0,0,50,Agent,26,0,4,1,1,9,713.3970541752188,-50,Rural,0
26,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,1,0,0,50,Online,30,1,6,2,1,3,711.3161124578323,-50,Suburban,50
39,0,Divorced,0,1-5 years,50,0,High,0,Liability-Only,-200,2050,0,1,1,100,Online,16,1,2,1,2,3,670.2369727745926,50,Urban,100
18,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2286,0,0,0,0,Agent,12,0,2,1,3,10,653.5786314116601,50,Urban,100
24,0,Divorced,0,<1 year,100,1,Low,50,Full Coverage,0,2350,0,0,0,0,Online,22,1,4,2,3,1,733.4180943625904,-50,Urban,100
36,0,Single,0,>5 years,0,1,Medium,100,Full Coverage,0,2200,0,0,0,0,Referral,16,1,6,0,2,2,747.794248280337,-50,Rural,0
21,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1986,1,0,0,50,Online,9,1,11,2,1,12,705.7542888703463,-50,Suburban,50
64,1,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2100,0,1,0,50,Referral,3,1,2,4,1,4,835.397902016323,-50,Rural,0
18,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,21,1,4,1,2,4,674.0456499385483,50,Urban,100
33,0,Single,0,<1 year,100,0,Medium,0,Liability-Only,-200,2050,0,1,0,50,Referral,11,1,9,2,2,5,735.9160214594128,-50,Urban,100
41,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2386,0,0,0,0,Online,6,1,7,6,1,8,662.8524314810215,50,Urban,100
61,1,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2386,0,0,0,0,Referral,25,1,4,1,2,6,682.6627341176943,50,Rural,0
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Online,24,0,2,1,3,11,802.0557409293425,-50,Urban,100
57,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,1,0,50,Online,28,1,5,2,3,4,680.1624201753885,50,Suburban,50
40,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1900,1,1,0,100,Referral,23,0,0,1,1,10,722.3014264124324,-50,Suburban,50
25,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,1,0,50,Agent,29,1,2,3,2,7,755.9707195628217,-50,Urban,100
46,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,1,0,50,Agent,22,1,4,2,3,3,695.7913924751638,50,Suburban,50
42,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,1,0,50,Online,26,1,4,3,3,12,697.2922525865972,50,Suburban,50
30,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2336,0,0,0,0,Online,26,1,4,2,2,7,737.8211821870677,-50,Urban,100
41,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1900,0,1,0,50,Online,24,1,3,2,2,9,836.0983234098605,-50,Rural,0
34,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Referral,20,1,6,1,2,12,683.2639839651158,50,Suburban,50
41,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,1,0,0,50,Online,27,1,6,2,2,5,727.5005158539149,-50,Urban,100
49,0,Married,86,>5 years,0,1,High,200,Full Coverage,0,2486,0,0,0,0,Agent,7,1,2,6,2,6,756.8213715690166,-50,Urban,100
63,1,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2436,0,0,0,0,Agent,1,1,4,4,1,7,672.5314983983224,50,Suburban,50
21,0,Divorced,0,1-5 years,50,1,Low,50,Full Coverage,0,2400,0,0,0,0,Online,19,1,3,1,1,7,696.483161762811,50,Urban,100
71,1,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1900,1,1,0,100,Agent,26,1,6,1,2,9,709.7030672153883,-50,Suburban,50
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Agent,6,0,1,3,2,11,726.9546118373112,-50,Urban,100
37,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Agent,28,1,10,0,1,10,740.373218737221,-50,Suburban,50
48,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,0,1,50,Agent,3,1,4,1,3,1,815.8700945069613,-50,Urban,100
44,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,23,1,9,3,2,5,709.9414511997376,-50,Suburban,50
30,0,Divorced,0,1-5 years,50,0,Medium,0,Full Coverage,0,2200,0,1,0,50,Online,13,1,7,1,1,6,759.9960356246726,-50,Urban,100
36,0,Married,86,<1 year,100,0,Medium,0,Liability-Only,-200,2136,1,0,0,50,Agent,27,1,2,1,1,7,717.1837325837259,-50,Urban,100
32,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,1,0,0,50,Agent,27,1,5,3,3,12,701.6781235258428,-50,Urban,100
31,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,0,0,0,0,Online,27,1,4,3,3,1,717.6334879671568,-50,Rural,0
52,0,Married,86,>5 years,0,1,Medium,100,Full Coverage,0,2436,0,0,1,50,Referral,10,0,4,2,1,8,693.819718144549,50,Urban,100
45,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,2150,0,0,0,0,Agent,24,1,4,1,1,8,689.1285227990584,50,Urban,100
29,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2036,1,0,0,50,Agent,24,1,4,3,3,6,706.225892645127,-50,Urban,100
53,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Online,17,1,2,4,2,8,707.5713154765873,-50,Suburban,50
44,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2386,1,1,0,100,Online,20,1,5,4,2,8,645.9833005201668,50,Suburban,50
52,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2136,0,1,0,50,Online,5,1,2,1,2,1,662.4294108822543,50,Suburban,50
49,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,1,0,50,Online,9,1,4,2,1,7,778.1168789636953,-50,Suburban,50
27,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2000,0,1,0,50,Agent,2,1,4,3,1,6,776.9116124041234,-50,Suburban,50
31,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2336,0,0,0,0,Online,2,1,3,4,3,10,720.3622269137495,-50,Rural,0
51,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Agent,22,1,11,1,2,11,725.2028188001528,-50,Urban,100
49,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Agent,17,1,3,2,3,3,709.1206566052944,-50,Urban,100
39,0,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,1,0,50,Online,18,1,7,1,2,8,751.0211593138611,-50,Urban,100
41,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,1,0,0,50,Online,2,1,1,1,2,10,741.8442402650337,-50,Urban,100
59,1,Widowed,0,>5 years,0,3,Low,150,Full Coverage,0,2350,0,0,0,0,Online,28,1,4,3,2,7,713.7291684748222,-50,Urban,100
31,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,0,0,0,Agent,9,1,7,3,1,7,811.227372576049,-50,Suburban,50
48,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2136,1,0,0,50,Online,8,1,7,2,1,2,712.8957841855074,-50,Rural,0
36,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,1,1,0,100,Referral,10,1,7,2,3,7,669.5889258207268,50,Urban,100
36,0,Married,86,>5 years,0,1,Medium,100,Liability-Only,-200,2036,0,1,0,50,Online,24,1,6,2,3,2,729.8774070685525,-50,Rural,0
56,1,Single,0,>5 years,0,2,Low,100,Full Coverage,0,2200,0,1,0,50,Online,6,1,1,2,1,3,788.9695251968301,-50,Suburban,50
52,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2336,0,0,0,0,Online,8,1,3,2,3,5,650.5845586669874,50,Rural,0
52,0,Single,0,>5 years,0,0,High,0,Liability-Only,-200,1800,0,1,1,100,Online,22,1,6,1,2,10,718.8854683040131,-50,Rural,0
59,1,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2336,1,0,0,50,Online,3,1,4,2,3,1,686.3433279683745,50,Urban,100
40,0,Widowed,0,<1 year,100,1,High,200,Liability-Only,-200,2250,1,1,0,100,Online,26,1,6,0,1,2,681.3346551621213,50,Suburban,50
50,0,Married,86,<1 year,100,1,High,200,Liability-Only,-200,2286,1,0,0,50,Online,10,1,4,2,1,10,771.9945055302125,-50,Suburban,50
35,0,Widowed,0,>5 years,0,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,5,1,3,3,1,5,789.1736426394751,-50,Urban,100
44,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,2,1,9,5,3,12,690.651723944532,50,Urban,100
38,0,Married,86,<1 year,100,1,Medium,100,Liability-Only,-200,2236,0,0,1,50,Online,25,1,3,2,3,7,850.0,-50,Urban,100
41,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,0,1,0,50,Online,23,1,7,1,2,11,752.7361707893587,-50,Rural,0
48,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,13,1,4,2,3,1,766.5063371235591,-50,Urban,100
27,0,Widowed,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,15,1,7,4,2,2,754.3938988858612,-50,Suburban,50
71,1,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Referral,1,1,7,3,3,9,750.2924938098345,-50,Urban,100
24,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2236,0,0,1,50,Online,13,1,7,0,3,4,704.6216620501518,-50,Rural,0
21,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2186,0,0,1,50,Agent,21,0,4,3,1,11,655.7919234111758,50,Suburban,50
57,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,1,0,0,50,Online,13,1,6,2,3,2,761.4826653772244,-50,Urban,100
51,0,Widowed,0,<1 year,100,0,Medium,0,Full Coverage,0,2250,0,0,0,0,Online,20,1,2,1,1,7,756.4539232182136,-50,Suburban,50
49,0,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2150,1,0,0,50,Agent,7,1,5,2,3,5,779.0248086440515,-50,Urban,100
49,0,Divorced,0,>5 years,0,1,Low,50,Full Coverage,0,2300,1,0,0,50,Online,24,1,2,3,3,13,686.991730584326,50,Urban,100
39,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2286,0,0,0,0,Online,13,1,2,0,3,8,668.1076328146727,50,Rural,0
26,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,1,0,0,50,Online,7,1,1,2,3,1,687.0197420482006,50,Urban,100
41,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,4,1,3,1,3,1,725.580681908079,-50,Rural,0
29,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2186,1,0,0,50,Agent,14,1,10,2,1,9,697.5572652253018,50,Rural,0
54,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,1,0,0,50,Agent,27,1,7,1,3,9,768.2057302029356,-50,Suburban,50
37,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,1,0,0,50,Agent,2,1,7,2,2,10,766.2341468161696,-50,Rural,0
27,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2086,0,1,0,50,Online,15,1,5,1,2,6,704.2508232235374,-50,Urban,100
35,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,1950,1,1,0,100,Agent,5,1,4,4,3,10,764.5257078836246,-50,Suburban,50
46,0,Widowed,0,1-5 years,50,0,High,0,Full Coverage,0,2300,1,0,0,50,Agent,3,1,3,1,1,1,623.1449802866864,50,Urban,100
31,0,Widowed,0,>5 years,0,2,Low,100,Full Coverage,0,2300,1,0,1,100,Agent,16,1,1,2,3,4,658.490177393312,50,Urban,100
27,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2186,0,1,1,100,Online,17,0,5,3,3,12,735.2585654771057,-50,Rural,0
43,0,Married,86,>5 years,0,0,High,0,Full Coverage,0,2286,0,0,0,0,Agent,26,1,6,0,1,9,700.5745907161997,-50,Urban,100
43,0,Single,0,>5 years,0,0,High,0,Liability-Only,-200,1950,0,1,0,50,Agent,6,1,4,1,2,7,713.2607172585174,-50,Urban,100
32,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,1,0,50,Online,3,1,3,1,2,3,747.8145365782162,-50,Urban,100
32,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Agent,6,1,3,1,2,2,724.2736060651707,-50,Urban,100
43,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2086,1,1,0,100,Agent,20,1,5,2,2,14,666.9925205077576,50,Suburban,50
18,0,Widowed,0,<1 year,100,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,22,0,4,2,2,11,766.0782852110596,-50,Urban,100
18,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,21,1,7,0,2,13,729.3432210162213,-50,Urban,100
29,0,Divorced,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Agent,1,1,5,3,2,2,744.1459227343831,-50,Suburban,50
36,0,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2150,0,0,0,0,Online,29,1,8,2,1,7,694.065215602648,50,Urban,100
44,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Online,16,0,3,2,2,8,623.5001014857371,50,Urban,100
62,1,Widowed,0,1-5 years,50,1,Medium,100,Liability-Only,-200,2050,0,0,0,0,Agent,23,0,1,2,1,12,785.3750101623456,-50,Rural,0
52,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,18,1,6,1,3,11,738.6842016225196,-50,Urban,100
37,0,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,17,1,6,1,2,13,744.0668990008827,-50,Urban,100
39,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,1,0,50,Agent,5,0,2,1,1,11,743.2015787221964,-50,Urban,100
